,date,PJI,Codigo,DEMERITO,DPTO,Elemento,Incidente
445,2019-11-25,655194540027,1180-4334,V2,PINTURA,4334,1180
446,2019-11-25,655194540027,4890-4376,V2,MONTAJE,4376,4890
447,2019-11-26,655194620015,0080-4402,V2,SOLDADURA,4402,0080
448,2019-11-26,655194650046,0011-4926,V2,SOLDADURA,4926,0011
449,2019-11-27,655194630012,1240-4504,V2,PINTURA,4504,1240
450,2019-11-27,655194630012,6580-3310,V2,ANALISIS,3310,6580
451,2019-11-27,655194630052,0240-4313,V2,SOLDADURA,4313,0240
452,2019-11-28,655194720196,2330-6200,V1,MONTAJE,6200,2330
453,2019-11-29,655194750175,1420-6441,V2,DIVD,6441,1420
454,2019-11-29,655194820107,0080-4401,V2,DIVD,4401,0080
455,2019-11-29,655194820107,2330-6401,V2,DIVD,6401,2330
456,2019-11-29,655194820107,1400-5215,V2,DIVD,5215,1400
457,2019-12-02,655194630053,0070-5601,V2,MONTAJE,5601,0070
458,2019-12-02,655194740167,1400-5215,V1,MONTAJE,5215,1400
459,2019-12-03,655200230090,4450-6107,V1,MONTAJE,6107,4450
460,2019-12-03,655200230090,4070-4214,V2,DIVD,4214,4070
461,2019-12-04,655194720011,1000-4444,V2,DIVD,4444,1000
462,2019-12-04,655194720023,1510-5215,V2,MONTAJE,5215,1510
463,2019-12-04,655194720023,2330-4126,V1,MONTAJE,4126,2330
